dia,data_iso,intensidade_gco2_kwh,emissoes_kt,producao_gwh,consumo_gwh,saldo_importador_gwh,bombagem_gwh,importacao_perc_consumo,intensidade_min,intensidade_max
02/10/2010,2010-10-02,391.2,40.1,102.43,122.7,23.76,2.78,19.37,243.5,537.7
03/10/2010,2010-10-03,192.4,22.3,115.85,114.26,6.09,6.79,5.94,163.9,238.9
04/10/2010,2010-10-04,352.0,40.2,114.32,128.81,21.17,6.06,17.01,164.1,479.5
05/10/2010,2010-10-05,420.3,47.0,111.93,118.01,8.69,2.24,9.46,366.7,542.7
06/10/2010,2010-10-06,441.7,53.8,121.92,140.72,21.66,2.6,15.87,360.9,508.2
07/10/2010,2010-10-07,351.0,44.5,126.87,142.86,20.37,4.02,14.26,222.6,511.9
08/10/2010,2010-10-08,224.3,32.3,144.13,144.93,5.46,4.1,4.79,185.9,310.1
09/10/2010,2010-10-09,335.9,37.1,110.54,122.55,16.46,4.01,13.45,228.3,384.6
10/10/2010,2010-10-10,414.8,35.9,86.63,112.71,29.42,2.93,26.1,308.8,475.2
11/10/2010,2010-10-11,371.1,40.8,109.94,135.53,29.46,3.47,21.74,308.2,404.0
12/10/2010,2010-10-12,438.4,49.5,113.02,139.57,27.45,0.63,19.67,362.8,519.1
13/10/2010,2010-10-13,423.2,49.9,118.02,140.46,24.76,2.06,17.63,367.6,532.9
14/10/2010,2010-10-14,453.1,49.7,109.68,140.52,31.09,0.0,22.12,363.8,583.8
15/10/2010,2010-10-15,465.9,50.2,107.83,139.86,33.09,0.82,23.66,422.9,563.8
16/10/2010,2010-10-16,440.9,45.8,103.92,121.46,18.38,0.6,15.14,347.6,491.0
17/10/2010,2010-10-17,277.8,24.8,89.29,111.27,24.62,2.09,22.13,209.7,389.1
18/10/2010,2010-10-18,359.6,42.4,117.91,135.56,19.26,1.2,15.37,261.1,446.7
19/10/2010,2010-10-19,426.3,49.6,116.45,139.67,24.45,1.05,18.17,314.7,543.6
20/10/2010,2010-10-20,450.7,50.9,112.88,140.38,28.59,0.89,20.37,371.3,545.2
21/10/2010,2010-10-21,436.0,50.1,114.93,140.23,26.31,0.78,18.96,366.8,530.4
22/10/2010,2010-10-22,456.3,56.2,123.05,141.47,19.32,0.67,13.79,385.5,557.8
23/10/2010,2010-10-23,441.2,51.3,116.2,123.81,7.91,0.03,6.74,352.2,561.4
24/10/2010,2010-10-24,319.8,35.5,111.07,114.66,13.48,9.48,12.14,269.1,409.6
25/10/2010,2010-10-25,359.5,42.8,118.94,138.38,22.91,2.93,16.78,280.3,418.8
26/10/2010,2010-10-26,421.8,50.3,119.23,140.99,24.64,2.57,17.62,283.1,525.6
27/10/2010,2010-10-27,470.1,54.7,116.44,141.95,26.16,0.44,18.43,392.0,520.0
28/10/2010,2010-10-28,415.1,53.1,127.95,142.42,17.15,2.46,12.91,285.8,566.8
29/10/2010,2010-10-29,258.8,33.1,127.96,144.94,23.44,5.93,16.47,192.8,366.3
30/10/2010,2010-10-30,197.8,23.6,119.26,127.28,11.88,3.29,10.49,136.2,357.7
31/10/2010,2010-10-31,117.0,14.0,119.9,120.53,7.5,6.12,6.29,85.2,162.5
01/11/2010,2010-11-01,150.7,15.5,102.61,115.57,17.58,3.95,15.21,89.5,254.3
02/11/2010,2010-11-02,374.3,47.8,127.78,138.95,12.65,1.01,11.53,263.5,446.7
03/11/2010,2010-11-03,416.3,55.1,132.41,143.01,13.61,2.68,11.34,355.7,452.3
04/11/2010,2010-11-04,392.3,53.9,137.32,143.21,8.94,2.67,8.47,339.8,465.2
05/11/2010,2010-11-05,396.2,55.9,140.98,142.58,5.3,3.33,6.59,345.5,440.3
06/11/2010,2010-11-06,394.8,44.2,111.87,125.29,14.08,0.23,11.78,280.9,525.5
07/11/2010,2010-11-07,215.5,23.6,109.5,116.58,11.35,3.64,10.15,182.2,313.6
08/11/2010,2010-11-08,188.9,24.7,130.78,143.49,20.16,6.82,14.39,131.9,224.4
09/11/2010,2010-11-09,179.2,25.4,141.76,147.3,13.94,7.78,9.46,151.2,205.4
10/11/2010,2010-11-10,312.1,39.9,127.83,146.05,22.09,3.33,15.23,164.8,429.1
11/11/2010,2010-11-11,351.1,43.4,123.54,147.55,28.56,4.14,19.48,282.1,434.3
12/11/2010,2010-11-12,340.7,43.3,127.18,148.16,22.56,1.16,15.55,289.4,388.6
13/11/2010,2010-11-13,277.9,38.6,138.83,132.21,-5.59,0.56,1.75,222.5,385.8
14/11/2010,2010-11-14,259.2,31.9,123.15,121.76,1.31,2.22,3.56,175.0,323.6
15/11/2010,2010-11-15,310.8,38.0,122.32,145.4,25.16,1.53,17.52,187.9,424.8
16/11/2010,2010-11-16,356.1,46.1,129.32,152.01,24.04,0.92,15.82,264.7,518.2
17/11/2010,2010-11-17,273.3,42.6,155.82,152.21,2.98,6.12,5.19,178.1,341.7
18/11/2010,2010-11-18,355.5,49.3,138.57,153.03,18.15,3.32,12.46,306.7,403.4
19/11/2010,2010-11-19,293.7,46.2,157.2,155.56,0.53,1.66,5.3,233.8,454.5
20/11/2010,2010-11-20,194.3,28.8,148.15,136.89,-4.49,5.99,1.89,163.4,239.0
21/11/2010,2010-11-21,208.1,29.5,141.73,127.68,-9.92,3.43,0.25,184.8,234.7
22/11/2010,2010-11-22,351.4,50.9,144.8,151.44,9.36,2.09,8.18,268.0,411.3
23/11/2010,2010-11-23,361.8,55.9,154.54,157.63,5.28,1.54,6.66,324.7,484.5
24/11/2010,2010-11-24,382.5,58.7,153.56,154.2,2.04,0.9,5.46,321.9,484.7
25/11/2010,2010-11-25,381.4,62.4,163.74,158.67,-3.52,1.1,2.89,333.4,474.6
26/11/2010,2010-11-26,324.2,59.6,183.84,163.38,-15.58,4.52,0.99,248.8,389.3
27/11/2010,2010-11-27,356.2,58.6,164.44,147.22,-16.19,0.62,0.0,315.8,396.3
28/11/2010,2010-11-28,446.1,61.4,137.6,138.36,2.24,0.9,4.11,388.5,502.5
29/11/2010,2010-11-29,383.6,64.3,167.51,171.13,6.84,2.58,4.7,339.7,512.7
30/11/2010,2010-11-30,403.6,69.0,171.0,173.58,5.07,2.01,3.58,364.1,454.9
01/12/2010,2010-12-01,426.3,64.3,150.82,152.04,3.73,1.98,3.69,372.2,494.0
02/12/2010,2010-12-02,371.2,63.9,172.14,173.2,3.45,1.76,2.97,318.4,457.4
03/12/2010,2010-12-03,417.9,69.7,166.86,175.41,10.97,1.95,6.64,352.4,498.8
04/12/2010,2010-12-04,331.4,59.3,178.91,163.65,-11.97,2.7,1.59,294.6,445.7
05/12/2010,2010-12-05,301.3,52.0,172.71,149.02,-22.34,0.8,0.0,238.0,331.4
06/12/2010,2010-12-06,250.8,40.7,162.25,166.77,8.37,3.3,6.73,185.3,325.5
07/12/2010,2010-12-07,265.1,46.2,174.46,165.22,-7.02,1.65,2.46,153.4,331.5
08/12/2010,2010-12-08,262.3,38.0,144.86,142.32,-0.46,1.31,3.92,144.5,391.4
09/12/2010,2010-12-09,287.2,50.5,175.78,160.62,-14.12,0.57,2.96,231.3,385.0
10/12/2010,2010-12-10,229.2,42.6,185.97,160.05,-24.5,1.0,0.0,170.3,268.3
11/12/2010,2010-12-11,244.3,41.7,170.54,137.92,-31.06,1.05,0.0,154.1,330.2
12/12/2010,2010-12-12,342.1,54.1,158.16,131.55,-26.2,0.0,0.0,315.0,364.2
13/12/2010,2010-12-13,363.1,62.4,171.8,155.89,-15.43,0.15,0.27,342.2,382.6
14/12/2010,2010-12-14,348.9,61.1,175.01,161.29,-12.95,0.42,1.28,291.8,382.6
15/12/2010,2010-12-15,283.3,47.1,166.07,165.85,0.75,0.53,3.29,230.4,315.3
16/12/2010,2010-12-16,313.9,58.4,186.18,173.34,-11.71,0.76,0.51,188.5,381.2
17/12/2010,2010-12-17,356.5,61.9,173.58,177.58,4.52,0.18,4.51,271.2,384.8
18/12/2010,2010-12-18,347.4,61.3,176.48,158.21,-17.88,0.0,0.55,315.3,382.3
19/12/2010,2010-12-19,303.4,49.0,161.63,149.76,-11.43,0.0,0.44,261.3,377.1
20/12/2010,2010-12-20,269.0,50.7,188.63,175.52,-12.71,0.0,2.28,204.8,300.4
21/12/2010,2010-12-21,295.5,56.2,190.31,172.9,-17.1,0.0,0.16,273.0,309.7
22/12/2010,2010-12-22,310.9,57.2,183.9,168.15,-15.38,0.04,0.18,233.2,363.6
23/12/2010,2010-12-23,188.9,32.9,174.4,165.16,-7.88,0.79,2.13,115.3,258.2
24/12/2010,2010-12-24,172.4,19.9,115.66,143.85,29.56,0.67,20.55,120.7,205.6
25/12/2010,2010-12-25,106.7,13.7,128.36,130.56,5.72,2.8,5.85,94.4,123.5
26/12/2010,2010-12-26,179.7,29.3,163.16,139.48,-23.04,0.0,0.0,89.8,256.6
27/12/2010,2010-12-27,259.7,49.0,188.62,167.0,-21.15,0.0,0.0,171.0,317.3
28/12/2010,2010-12-28,224.9,44.2,196.32,165.64,-29.3,0.99,0.27,154.0,268.2
29/12/2010,2010-12-29,204.1,40.9,200.26,160.28,-38.53,0.95,0.0,107.3,253.4
30/12/2010,2010-12-30,225.7,43.6,193.19,156.19,-36.48,0.03,0.0,111.2,282.9
31/12/2010,2010-12-31,289.8,47.1,162.36,139.63,-21.37,0.92,0.0,170.2,363.5
01/01/2011,2011-01-01,205.2,22.3,108.68,120.36,12.96,0.57,10.81,155.4,345.0
02/01/2011,2011-01-02,206.9,22.9,110.49,130.23,21.3,0.73,16.36,152.3,256.5
03/01/2011,2011-01-03,305.6,46.3,151.42,161.76,12.58,1.47,8.46,187.3,361.6
04/01/2011,2011-01-04,219.7,35.2,160.46,168.17,8.54,0.2,5.54,178.9,253.0
05/01/2011,2011-01-05,144.1,24.7,171.55,168.99,-0.02,1.84,4.04,107.5,170.6
06/01/2011,2011-01-06,108.9,18.0,165.45,167.24,4.92,2.33,4.72,93.6,127.5
07/01/2011,2011-01-07,125.3,20.8,165.92,162.06,-0.65,2.46,1.2,101.8,144.5
08/01/2011,2011-01-08,119.8,18.2,151.61,144.56,-4.45,2.0,3.97,96.6,186.5
09/01/2011,2011-01-09,148.1,19.3,130.31,133.89,5.7,1.51,5.42,101.5,182.0
10/01/2011,2011-01-10,144.1,20.7,143.35,165.04,24.76,2.3,15.0,94.5,171.7
11/01/2011,2011-01-11,154.1,22.7,147.22,163.58,19.49,2.48,12.29,83.0,208.1
12/01/2011,2011-01-12,179.4,25.2,140.3,161.81,22.8,0.66,14.09,104.1,212.5
13/01/2011,2011-01-13,169.0,23.9,141.68,162.66,22.21,0.64,13.66,113.6,200.0
14/01/2011,2011-01-14,195.5,29.5,151.07,164.09,14.3,0.72,9.35,106.8,240.6
15/01/2011,2011-01-15,184.1,28.7,155.84,145.06,-9.59,0.64,0.35,130.5,223.6
16/01/2011,2011-01-16,153.7,22.4,145.85,136.62,-8.66,0.0,0.15,102.0,187.2
17/01/2011,2011-01-17,214.9,34.5,160.76,160.31,0.32,0.3,3.3,102.9,261.3
18/01/2011,2011-01-18,212.8,31.5,148.11,163.26,17.37,1.72,10.95,167.0,241.6
19/01/2011,2011-01-19,214.3,33.5,156.47,162.3,8.36,1.97,6.08,154.7,262.9
20/01/2011,2011-01-20,182.8,30.8,168.33,161.55,-5.34,0.83,1.32,122.5,228.6
21/01/2011,2011-01-21,133.7,26.0,194.61,165.22,-27.82,0.94,0.0,81.7,159.4
22/01/2011,2011-01-22,100.7,18.8,186.75,153.68,-30.88,1.55,0.0,64.6,138.2
23/01/2011,2011-01-23,109.2,19.7,180.51,148.01,-31.23,0.68,0.0,65.4,146.4
24/01/2011,2011-01-24,142.1,28.3,198.93,176.57,-20.8,0.98,0.0,67.2,179.1
25/01/2011,2011-01-25,176.5,32.7,185.03,175.8,-7.71,0.95,0.25,91.2,221.6
26/01/2011,2011-01-26,250.9,43.2,172.36,173.12,2.86,1.58,2.93,139.2,303.5
27/01/2011,2011-01-27,276.2,44.8,162.13,176.5,14.75,0.0,8.45,218.2,327.8
28/01/2011,2011-01-28,271.0,42.4,156.4,172.48,17.07,0.56,10.03,193.9,299.2
29/01/2011,2011-01-29,258.0,41.5,161.01,152.47,-7.95,0.19,0.23,199.2,284.8
30/01/2011,2011-01-30,265.1,42.3,159.54,143.37,-15.83,0.0,0.0,209.3,313.0
31/01/2011,2011-01-31,282.1,50.4,178.67,169.61,-8.72,0.0,0.36,210.3,317.2
01/02/2011,2011-02-01,285.6,48.8,171.04,174.66,4.5,0.45,4.5,235.7,330.1
02/02/2011,2011-02-02,316.8,54.3,171.41,173.63,4.81,2.19,4.46,239.9,369.8
03/02/2011,2011-02-03,352.0,61.1,173.6,171.18,-0.29,1.77,3.28,287.5,391.1
04/02/2011,2011-02-04,385.3,65.2,169.23,167.08,-1.88,0.0,3.25,352.8,407.3
05/02/2011,2011-02-05,371.8,56.3,151.46,145.77,-5.32,0.0,0.35,343.6,408.7
06/02/2011,2011-02-06,371.4,53.9,145.0,134.75,-8.64,1.2,0.07,309.5,440.2
07/02/2011,2011-02-07,385.6,68.0,176.29,159.94,-15.31,0.81,2.21,351.0,446.9
08/02/2011,2011-02-08,339.0,66.2,195.25,164.93,-29.98,0.03,0.0,292.5,433.5
09/02/2011,2011-02-09,327.2,61.1,186.59,162.72,-22.9,0.68,0.17,248.0,425.5
10/02/2011,2011-02-10,377.1,63.3,167.8,157.52,-9.98,0.0,2.06,325.6,461.6
11/02/2011,2011-02-11,324.6,55.6,171.39,159.14,-11.8,0.03,2.79,278.6,396.3
12/02/2011,2011-02-12,422.6,64.2,151.89,138.99,-12.43,0.27,1.23,324.1,535.4
13/02/2011,2011-02-13,249.1,37.6,150.81,135.37,-11.17,3.78,1.63,181.0,386.1
14/02/2011,2011-02-14,282.1,46.0,163.1,166.69,5.27,1.24,5.52,210.0,369.8
15/02/2011,2011-02-15,271.5,45.8,168.85,166.63,0.6,2.41,6.57,200.4,321.6
16/02/2011,2011-02-16,195.2,32.4,166.1,168.14,4.95,2.37,4.47,157.9,221.4
17/02/2011,2011-02-17,204.8,35.7,174.51,167.14,-5.87,0.89,1.54,159.4,299.2
18/02/2011,2011-02-18,262.4,45.8,174.71,166.49,-6.93,0.83,4.54,236.1,295.0
19/02/2011,2011-02-19,280.9,47.4,168.84,143.91,-24.6,0.0,0.0,209.8,314.8
20/02/2011,2011-02-20,196.9,27.9,141.96,133.28,-7.35,0.83,1.53,142.1,306.3
21/02/2011,2011-02-21,224.7,35.5,157.81,157.24,0.9,0.99,4.86,169.7,287.0
22/02/2011,2011-02-22,210.4,33.2,158.04,157.25,0.47,0.72,2.81,154.9,275.3
23/02/2011,2011-02-23,296.5,46.0,155.02,153.76,-0.32,0.47,3.53,206.8,329.7
24/02/2011,2011-02-24,324.2,50.6,156.05,151.73,-3.01,0.93,1.93,268.2,349.5
25/02/2011,2011-02-25,310.2,51.2,165.17,149.1,-15.65,0.0,1.68,259.4,343.0
26/02/2011,2011-02-26,218.1,30.8,140.98,130.66,-8.39,1.13,0.8,149.0,307.2
27/02/2011,2011-02-27,132.5,15.4,116.35,121.47,8.08,2.08,7.18,114.9,159.7
28/02/2011,2011-02-28,179.4,24.2,135.04,148.65,16.42,2.08,11.31,138.2,202.3
01/03/2011,2011-03-01,225.1,32.2,143.19,153.95,12.06,0.73,8.88,151.0,267.1
02/03/2011,2011-03-02,240.1,34.8,144.94,156.17,12.71,0.95,9.12,180.5,271.1
03/03/2011,2011-03-03,278.5,45.3,162.8,156.25,-6.07,0.0,3.09,234.7,316.3
04/03/2011,2011-03-04,285.4,49.3,172.77,157.0,-13.86,1.48,2.02,205.0,346.5
05/03/2011,2011-03-05,214.7,38.0,176.93,140.85,-35.08,0.45,0.0,167.5,260.6
06/03/2011,2011-03-06,235.8,36.6,155.32,127.71,-24.59,2.51,0.0,172.5,308.0
07/03/2011,2011-03-07,274.5,46.9,170.93,141.71,-27.32,1.5,0.52,222.4,323.9
08/03/2011,2011-03-08,234.2,34.1,145.54,128.82,-10.99,5.23,0.85,161.8,279.9
09/03/2011,2011-03-09,239.8,42.7,178.1,152.04,-23.26,2.22,1.35,155.9,303.4
10/03/2011,2011-03-10,290.0,49.7,171.49,149.97,-21.12,0.0,0.21,199.9,344.2
11/03/2011,2011-03-11,287.1,47.6,165.72,152.14,-12.9,0.31,1.73,229.1,334.7
12/03/2011,2011-03-12,307.4,43.3,140.72,133.33,-5.63,1.27,4.23,245.3,374.6
13/03/2011,2011-03-13,288.9,36.6,126.54,125.62,0.78,1.18,7.44,246.9,356.3
14/03/2011,2011-03-14,324.8,53.9,165.96,153.6,-11.58,0.34,3.64,279.6,350.6
15/03/2011,2011-03-15,293.6,50.5,171.89,153.02,-17.24,1.17,1.99,240.4,324.3
16/03/2011,2011-03-16,206.4,26.6,128.74,156.0,29.46,1.61,18.89,168.6,263.4
17/03/2011,2011-03-17,240.8,32.0,132.9,154.09,22.89,1.09,14.88,136.3,292.0
18/03/2011,2011-03-18,268.8,37.9,141.06,150.18,9.69,0.0,8.89,231.8,324.5
19/03/2011,2011-03-19,254.6,32.2,126.41,129.16,3.35,0.05,4.35,187.3,282.9
20/03/2011,2011-03-20,180.4,17.6,97.51,117.38,21.28,0.74,18.26,148.0,205.7
21/03/2011,2011-03-21,273.0,39.1,143.2,138.76,-3.66,0.3,3.07,190.1,325.5
22/03/2011,2011-03-22,241.6,37.1,153.39,143.09,-8.95,0.89,1.73,181.5,301.9
23/03/2011,2011-03-23,155.0,21.4,137.78,143.99,7.69,0.9,7.9,121.7,176.5
24/03/2011,2011-03-24,201.6,24.0,119.27,145.29,27.38,0.82,18.86,131.4,248.9
25/03/2011,2011-03-25,292.4,42.2,144.46,143.44,-0.09,0.56,0.1,230.1,325.9
26/03/2011,2011-03-26,182.7,23.8,130.44,128.79,-0.06,1.02,0.19,104.5,301.5
27/03/2011,2011-03-27,123.7,14.4,116.02,114.35,1.43,2.46,1.75,99.8,179.6
28/03/2011,2011-03-28,226.4,28.0,123.68,146.02,23.41,0.55,16.05,181.8,270.2
29/03/2011,2011-03-29,217.7,26.9,123.72,147.55,24.57,0.25,16.66,160.9,273.5
30/03/2011,2011-03-30,220.1,27.3,124.08,147.41,27.39,3.55,18.61,144.7,276.8
31/03/2011,2011-03-31,281.9,38.3,135.9,143.47,10.01,2.02,8.93,206.7,351.9
01/04/2011,2011-04-01,163.8,24.3,148.33,140.7,-6.33,0.7,2.25,125.2,248.8
02/04/2011,2011-04-02,198.4,22.5,113.63,123.94,11.31,0.52,10.01,142.1,238.4
03/04/2011,2011-04-03,147.1,17.1,116.57,114.71,0.07,1.32,2.8,120.5,172.6
04/04/2011,2011-04-04,225.8,30.4,134.59,136.8,4.39,1.72,5.62,149.3,282.9
05/04/2011,2011-04-05,195.1,24.7,126.44,140.31,18.06,3.65,13.3,137.2,247.8
06/04/2011,2011-04-06,174.6,25.0,142.9,140.88,2.07,3.6,5.66,126.2,218.9
07/04/2011,2011-04-07,208.5,25.9,124.11,140.46,19.47,2.62,13.98,164.8,250.6
08/04/2011,2011-04-08,188.8,23.9,126.4,140.46,14.74,0.09,11.06,122.5,252.5
09/04/2011,2011-04-09,179.0,20.7,115.74,121.63,7.12,0.71,6.31,131.7,210.0
10/04/2011,2011-04-10,115.2,10.9,94.36,111.43,25.72,7.94,23.08,92.5,135.5
11/04/2011,2011-04-11,199.5,24.0,120.41,135.03,16.23,1.08,12.91,110.3,246.5
12/04/2011,2011-04-12,217.4,27.1,124.46,139.65,16.28,0.62,12.82,153.6,278.2
13/04/2011,2011-04-13,265.4,29.3,110.53,140.07,30.01,0.0,21.43,233.9,296.9
14/04/2011,2011-04-14,273.4,28.8,105.52,140.5,36.57,1.0,26.06,213.8,345.7
15/04/2011,2011-04-15,293.7,41.4,141.12,140.01,-0.15,0.61,0.07,218.9,322.5
16/04/2011,2011-04-16,232.6,27.0,115.96,121.48,9.58,3.45,8.01,157.0,281.2
17/04/2011,2011-04-17,183.3,15.8,86.28,111.68,28.96,2.88,25.93,148.2,249.7
18/04/2011,2011-04-18,217.5,24.7,113.74,134.71,21.93,0.39,16.37,185.8,257.0
19/04/2011,2011-04-19,226.9,26.8,118.06,138.52,21.22,0.26,15.35,188.2,292.3
20/04/2011,2011-04-20,258.8,25.1,97.15,137.8,41.42,0.22,30.06,209.9,331.1
21/04/2011,2011-04-21,244.6,23.4,95.81,135.15,41.93,2.04,31.02,204.6,313.5
22/04/2011,2011-04-22,228.8,20.2,88.22,116.87,29.98,0.82,25.65,194.4,291.8
23/04/2011,2011-04-23,222.8,21.5,96.27,113.12,18.07,0.74,17.18,173.4,315.2
24/04/2011,2011-04-24,189.8,18.6,97.87,99.95,9.17,6.58,9.27,146.1,225.4
25/04/2011,2011-04-25,188.5,16.8,89.04,106.03,22.52,4.94,21.24,152.6,220.0
26/04/2011,2011-04-26,235.9,28.8,122.17,132.98,13.6,2.29,11.68,176.7,273.7
27/04/2011,2011-04-27,266.3,36.4,136.77,137.67,2.92,1.58,7.09,200.6,338.7
28/04/2011,2011-04-28,314.4,37.4,119.02,137.99,19.9,0.55,15.33,285.5,373.4
29/04/2011,2011-04-29,345.0,42.0,121.75,137.36,16.43,0.48,12.04,316.2,397.7
30/04/2011,2011-04-30,333.0,37.1,111.35,119.03,8.35,0.36,7.86,276.7,391.3
01/05/2011,2011-05-01,284.6,26.8,94.04,106.43,14.4,1.58,13.54,227.5,382.2
02/05/2011,2011-05-02,357.1,50.4,141.04,132.44,-6.39,1.84,6.46,310.5,429.4
03/05/2011,2011-05-03,345.2,52.4,151.78,136.23,-13.59,1.67,2.33,309.2,364.3
04/05/2011,2011-05-04,381.4,58.1,152.42,136.35,-15.71,0.11,3.04,340.9,434.6
05/05/2011,2011-05-05,407.1,63.3,155.49,137.75,-17.12,0.44,0.24,360.1,494.7
06/05/2011,2011-05-06,355.7,51.2,144.01,136.83,-5.16,1.73,3.06,290.0,472.6
07/05/2011,2011-05-07,200.9,26.2,130.58,119.7,-6.64,3.64,3.54,164.0,316.5
08/05/2011,2011-05-08,241.6,27.1,112.37,110.35,3.35,4.69,6.39,194.2,301.2
09/05/2011,2011-05-09,397.8,58.2,146.26,133.85,-11.84,0.29,1.86,310.3,477.7
10/05/2011,2011-05-10,354.5,48.3,136.2,138.28,3.03,0.41,5.38,329.2,425.7
11/05/2011,2011-05-11,346.2,43.6,125.87,140.59,15.71,0.63,11.37,327.7,368.6
12/05/2011,2011-05-12,369.6,43.8,118.48,141.84,24.31,0.62,17.28,316.3,427.4
13/05/2011,2011-05-13,363.3,50.3,138.5,142.26,4.88,0.84,6.32,335.9,393.0
14/05/2011,2011-05-14,287.1,37.7,131.36,123.98,-6.81,0.17,2.65,134.8,435.3
15/05/2011,2011-05-15,130.2,14.6,112.23,113.19,9.33,7.67,9.17,106.3,163.5
16/05/2011,2011-05-16,316.2,53.7,169.72,137.27,-30.92,1.03,0.09,118.4,392.1
17/05/2011,2011-05-17,395.7,60.3,152.35,140.62,-10.61,0.83,0.53,355.4,459.1
18/05/2011,2011-05-18,399.1,55.5,138.96,139.96,4.0,2.72,6.25,324.0,479.2
19/05/2011,2011-05-19,416.9,59.9,143.73,138.58,-3.14,1.73,4.26,305.2,467.1
20/05/2011,2011-05-20,448.1,62.8,140.13,138.49,-1.5,0.0,4.18,410.8,509.9
21/05/2011,2011-05-21,434.8,61.4,141.14,120.75,-20.22,0.04,0.19,366.2,527.5
22/05/2011,2011-05-22,389.0,38.7,99.48,110.99,12.11,0.16,11.81,310.9,483.3
23/05/2011,2011-05-23,447.0,62.8,140.48,136.95,-2.86,0.44,4.18,422.3,513.4
24/05/2011,2011-05-24,435.2,61.2,140.61,143.29,2.94,0.1,3.75,408.1,512.3
25/05/2011,2011-05-25,443.8,69.6,156.75,145.4,-11.17,0.03,1.31,407.8,530.1
26/05/2011,2011-05-26,468.9,70.6,150.65,142.89,-7.59,0.0,1.62,431.2,573.5
27/05/2011,2011-05-27,464.5,63.2,136.14,141.7,6.9,1.13,7.84,431.4,525.7
28/05/2011,2011-05-28,462.3,58.3,126.03,123.21,-0.65,1.95,3.08,412.2,491.6
29/05/2011,2011-05-29,425.1,44.4,104.33,111.92,9.68,1.73,9.69,351.0,481.2
30/05/2011,2011-05-30,435.1,60.0,137.93,135.09,-2.12,0.48,5.69,351.1,561.4
31/05/2011,2011-05-31,357.2,43.9,122.82,138.11,17.59,1.93,12.92,295.6,393.3
01/06/2011,2011-06-01,300.3,38.9,129.51,139.22,11.54,1.43,9.3,236.8,338.0
02/06/2011,2011-06-02,286.9,35.0,122.0,137.85,18.54,2.24,13.67,202.5,369.0
03/06/2011,2011-06-03,362.5,45.1,124.43,139.86,16.44,0.67,12.97,250.2,460.9
04/06/2011,2011-06-04,418.4,41.7,99.55,122.82,24.33,0.67,19.81,345.3,487.4
05/06/2011,2011-06-05,416.8,35.0,83.92,112.97,31.26,1.76,27.67,331.4,508.4
06/06/2011,2011-06-06,385.3,46.5,120.72,135.85,16.98,1.51,13.29,339.7,452.3
07/06/2011,2011-06-07,333.7,43.0,128.78,136.15,9.27,1.56,8.61,269.1,378.0
08/06/2011,2011-06-08,397.2,48.1,120.97,137.39,19.03,2.32,14.4,308.7,454.2
09/06/2011,2011-06-09,466.3,52.8,113.32,136.39,24.96,1.69,18.34,430.7,511.4
10/06/2011,2011-06-10,419.8,43.1,102.66,116.88,17.7,3.18,15.31,335.6,504.2
11/06/2011,2011-06-11,447.1,45.5,101.73,114.4,15.44,2.46,13.5,382.2,516.1
12/06/2011,2011-06-12,435.8,45.4,104.21,109.24,6.48,1.07,7.97,329.0,527.9
13/06/2011,2011-06-13,383.5,45.5,118.72,131.45,14.47,1.36,12.14,288.9,432.2
14/06/2011,2011-06-14,414.7,54.2,130.73,139.24,9.19,0.42,8.3,353.5,455.5
15/06/2011,2011-06-15,404.3,58.3,144.26,141.69,-1.43,0.94,2.92,367.1,446.9
16/06/2011,2011-06-16,420.0,58.4,138.96,141.09,3.22,0.89,4.6,382.0,465.1
17/06/2011,2011-06-17,376.0,49.5,131.57,140.87,11.24,1.68,9.39,325.9,461.9
18/06/2011,2011-06-18,368.0,48.3,131.13,120.96,-8.52,1.41,1.28,271.1,414.2
19/06/2011,2011-06-19,436.0,48.9,112.2,112.87,1.38,0.41,4.82,357.4,500.5
20/06/2011,2011-06-20,415.8,53.0,127.5,140.44,13.66,0.23,10.64,379.5,471.6
21/06/2011,2011-06-21,424.2,55.3,130.26,144.67,15.55,0.69,10.83,367.8,481.1
22/06/2011,2011-06-22,394.8,51.4,130.16,142.62,15.7,2.86,11.43,321.8,440.9
23/06/2011,2011-06-23,403.9,52.0,128.69,116.95,-10.23,1.24,3.84,299.7,446.3
24/06/2011,2011-06-24,426.1,51.3,120.49,127.86,7.96,0.34,7.36,314.8,483.1
25/06/2011,2011-06-25,417.5,53.2,127.33,124.45,-1.64,1.05,2.39,344.0,468.1
26/06/2011,2011-06-26,454.6,52.4,115.21,120.16,6.73,1.53,7.7,379.8,555.9
27/06/2011,2011-06-27,429.1,55.5,129.36,146.36,18.31,1.07,13.33,385.1,507.9
28/06/2011,2011-06-28,427.5,65.7,153.65,146.76,-5.11,1.58,2.82,392.6,484.9
29/06/2011,2011-06-29,388.6,54.2,139.45,145.0,8.26,2.46,7.42,287.9,432.3
30/06/2011,2011-06-30,427.2,55.8,130.58,148.12,19.71,1.95,14.55,329.8,506.9
01/07/2011,2011-07-01,455.6,58.0,127.22,148.51,23.13,1.62,16.21,411.1,535.3
02/07/2011,2011-07-02,465.2,56.0,120.35,126.44,6.7,0.36,6.36,401.1,547.6
03/07/2011,2011-07-03,415.6,51.6,124.22,114.53,-7.28,2.11,0.29,362.6,493.4
04/07/2011,2011-07-04,440.4,59.3,134.65,138.74,5.85,1.54,6.24,353.4,471.1
